success_rates
0.32421875
0.390625
0.375
0.33984375
0.3515625
0.34765625
0.32421875
0.3359375
0.3125
0.3125
0.33203125
0.296875
0.3125
0.35546875
0.32421875
0.30859375
0.27734375
0.33203125
0.265625
0.33203125
0.3515625
0.3125
0.31640625
0.37109375
0.3046875
0.3046875
0.33984375
0.3203125
0.31640625
0.3203125
0.31640625
0.33984375
0.36328125
0.28125
0.37890625
0.27734375
0.3125
0.32421875
0.30078125
0.36328125
0.3125
0.3125
0.3203125
0.3125
0.37109375
0.33203125
0.3125
0.37890625
0.26171875
0.265625
0.33203125
0.3515625
0.3359375
0.37890625
0.31640625
0.30859375
0.2890625
0.296875
0.32421875
0.34375
0.32421875
0.37109375
0.32421875
0.30078125
0.3828125
0.296875
0.31640625
0.34375
0.3046875
0.26953125
0.296875
0.31640625
0.375
0.3359375
0.34375
0.3046875
0.36328125
0.2578125
0.34765625
0.34765625
0.33984375
0.37109375
0.3203125
0.3359375
0.28515625
0.359375
0.3125
0.328125
0.33984375
0.30859375
0.33984375
0.30078125
0.3203125
0.3046875
0.34375
0.34765625
0.32421875
0.35546875
0.3359375
0.36328125
0.31640625
0.33203125
0.35546875
0.3359375
0.30078125
0.265625
0.31640625
0.296875
0.2890625
0.3671875
0.27734375
0.31640625
0.3203125
0.3125
0.31640625
0.328125
0.2890625
0.3515625
0.32421875
0.30078125
0.3203125
0.296875
0.34375
0.34765625
0.3203125
0.265625
0.28125
0.3359375
0.3203125
0.328125
0.26953125
0.28125
0.2734375
0.328125
0.3515625
0.26953125
0.328125
0.37890625
0.27734375
0.30078125
0.32421875
0.34375
0.28125
0.28515625
0.3046875
0.296875
0.31640625
0.3203125
0.33203125
0.25
0.3125
0.34765625
0.32421875
0.36328125
0.33203125
0.328125
0.3046875
0.30859375
0.36328125
0.30859375
0.3359375
0.34375
0.36328125
0.375
0.34375
0.33203125
0.32421875
0.2890625
0.3046875
0.32421875
0.3203125
0.33984375
0.32421875
0.38671875
0.328125
0.28515625
0.29296875
0.296875
0.3828125
0.33984375
0.30078125
0.28515625
0.296875
0.2734375
0.29296875
0.328125
0.28125
0.3046875
0.35546875
0.33203125
0.30078125
0.328125
0.3125
0.3203125
0.30078125
0.34765625
0.38671875
0.28125
0.28125
0.32421875
